,Board Game Rank,Title,Year,Description,Geek Rating,Avg Rating,Num Voters,Num Players Min,Num Players Max,Best Num Players Min,Best Num Players Max,Playtime Min,Playtime Max,Player Min Age,Language Dependence,Weight,Category,Designer
2522,2523,The World of Smog: On Her Majesty's Service,2015,,5.985,6.84,964,2,4,4,4,60,60,14,Some necessary text - easily memorized or small crib sheet,2.4666666666666668,Abstract  | Strategy ,Yohan Lemonnier
2523,2524,Chrononauts,2000,All you want is to get back to your home timeline. Or at least steal some treasures.,5.985,6.19,5306,1,6,4,4,30,30,11,Moderate in-game text - needs crib sheet or paste ups,1.8428571428571427,Thematic | Family ,Andrew Looney
2524,2525,The World Cup Game,2006,,5.984,7.06,724,3,16,6,6,180,180,10,Some necessary text - easily memorized or small crib sheet,1.9805825242718447,Strategy ,Shaun Derrick
2525,2526,Pocket Mars,2017,Send astronauts and sabotage opponents to settle industries in the red planet.,5.984,6.53,1605,1,4,2,2,15,30,10,Moderate in-game text - needs crib sheet or paste ups,2.358490566037736,Strategy ,Micha\u0142 Jagodzi\u0144ski
2526,2527,The Manhattan Project: Chain Reaction,2016,"Play cards representing laborers, scientists & engineers to make A-Bombs for the win!",5.984,6.47,1726,1,5,4,4,30,40,12,Some necessary text - easily memorized or small crib sheet,1.8666666666666667,Strategy ,James Mathe
2527,2528,1822: The Railways of Great Britain,2016,"You love the auction of privates in 18xx games, right? Imagine that times a hundred.",5.984,8.32,330,3,7,4,4,300,420,12,Some necessary text - easily memorized or small crib sheet,4.333333333333333,Strategy ,Simon Cutforth
2528,2529,Baltimore & Ohio,2009,,5.984,7.19,617,3,6,4,4,120,120,13,No necessary in-game text,3.7538461538461538,Strategy ,John Bohrer
2529,2530,Battleground,2005,,5.983,6.96,906,2,2,2,2,60,60,12,Moderate in-game text - needs crib sheet or paste ups,2.8370786516853932,War ,Robert Dougherty
2530,2531,The Great Fire of London 1666,2010,"As a property owner, choose to save your own homes or the City of London!",5.983,6.51,1491,3,6,4,4,80,120,12,No necessary in-game text,2.5433070866141732,Strategy ,Richard Denning
2531,2532,Throw Throw Burrito,2019,"Throw, dodge, rage in this exciting party game!",5.983,6.74,1329,2,6,4,6,15,15,7,No necessary in-game text,1.125,Party ,Matthew Inman
2532,2533,G.E.V.,1978,Ground Effect Vehicles add a whole new dimension to the futuristic AFV combat of Ogre,5.983,6.99,848,2,2,2,2,75,75,12,No necessary in-game text,2.2999999999999998,War ,Steve Jackson (I)
2533,2534,Triassic Terror,2013,,5.983,6.95,811,2,6,4,4,90,120,14,No necessary in-game text,2.870967741935484,Strategy ,Peter Hawes
2534,2535,Advanced Heroquest,1989,"Adventures work together, build dungeons, monsters, treasure, traps, eluding death!",5.983,6.83,1221,1,5,3,3,120,120,10,Moderate in-game text - needs crib sheet or paste ups,2.8720930232558142,Thematic,Jervis Johnson
2535,2536,Industria,2003,,5.982,6.44,1762,3,4,3,4,60,60,10,Some necessary text - easily memorized or small crib sheet,2.6746411483253589,Strategy ,Michael Schacht
2536,2537,Nacht der Magier,2005,,5.982,6.67,1124,2,4,4,4,10,20,5,No necessary in-game text,1.1192660550458715,Children's  | Family ,Kirsten Becker
2537,2538,Attila,2000,Influence the most populous tribes in this game of strategic card play.,5.982,6.49,1586,2,5,4,4,45,45,10,No necessary in-game text,2.5472972972972974,Strategy ,Karl-Heinz Schmiel
2538,2539,Bolt Action,2012,,5.981,7.77,524,2,6,2,2,120,120,12,Some necessary text - easily memorized or small crib sheet,2.7674418604651163,War ,Alessio Cavatore
2539,2540,Gambit Royale,2006,"Play a card face down, it won't be revealed until someone plays in the same column.",5.981,6.45,1839,2,6,4,4,30,30,8,Moderate in-game text - needs crib sheet or paste ups,1.8792270531400965,Family ,Lutz Stepponat
2540,2541,Rum & Pirates,2006,,5.980,6.44,1755,2,5,4,4,60,60,9,No necessary in-game text,1.9484536082474226,Family ,Stefan Feld
2541,2542,Sator Arepo Tenet Opera Rotas,2008,,5.980,6.88,841,2,4,4,4,60,60,8,No necessary in-game text,2.4177215189873418,Strategy ,Enrico Pesce
2542,2543,A Tale of Pirates,2017,Scramble with your friends to keep a pirate ship afloat in high-seas adventures!,5.980,7.15,715,2,4,2,2,30,30,8,Some necessary text - easily memorized or small crib sheet,1.7777777777777777,Family ,Asger Harding Granerud
2543,2544,Starcadia Quest,2020,Lead the guild that will stand above others in adventure full of aliens and danger.,5.980,7.75,496,2,4,4,4,60,60,13,(no votes),2.8888888888888888,,Leo Almeida
2544,2545,Unlock!: Escape Adventures – The Elite,2017,,5.979,6.92,802,2,6,2,3,60,60,10,Extensive use of text - massive conversion needed to be playable,2.1538461538461537,,(Uncredited)
2545,2546,Roll Through the Ages: The Iron Age,2014,Roll and Civilize your way to victory with an ancient Mediterranean empire.,5.979,6.63,1149,1,4,,,40,60,10,Moderate in-game text - needs crib sheet or paste ups,2.2264150943396226,Strategy  | Family ,Thomas Lehmann
2546,2547,Kings & Things,1986,Player-kings control armies made up of various things in this abstracted combat game.,5.979,6.51,1606,2,4,4,4,120,120,12,Moderate in-game text - needs crib sheet or paste ups,2.6437499999999998,War  | Thematic,Doug Kaufman
2547,2548,Pizarro & Co.,2002,Rival monarchs bid to back famous explorers on their New World expeditions.,5.979,6.53,1375,3,6,6,6,45,45,12,No necessary in-game text,2.4492753623188408,Strategy ,Thomas Lehmann
2548,2549,Ladies & Gentlemen,2013,Pull together the best-looking and most famous couple who will attend the big ball.,5.979,6.50,1534,4,10,6,8,30,30,14,No necessary in-game text,2.0612244897959182,Thematic,Lo\u00efc Lamy
2549,2550,Rail Baron,1977,Build an American transcontinental rail network.,5.979,6.58,1563,3,6,3,4,240,240,10,Moderate in-game text - needs crib sheet or paste ups,2.2694610778443112,Strategy ,R. S. Erickson
2550,2551,Origin,2013,,5.978,6.67,1113,2,4,4,4,45,60,8,Some necessary text - easily memorized or small crib sheet,2.1509433962264151,Strategy  | Family ,Andrea Mainini
2551,2552,Exceed Fighting System,2016,Fighters jump into the ring and predict their opponents' moves.,5.978,8.32,393,2,2,2,2,5,30,10,Moderate in-game text - needs crib sheet or paste ups,2.6923076923076925,Strategy ,"D. Brad Talton, Jr."
2552,2553,Deadlands: Doomtown,1998,,5.978,7.25,638,2,6,2,2,45,45,10,Extensive use of text - massive conversion needed to be playable,3.0169491525423728,Customizable,Dave Williams (II)
2553,2554,Commands & Colors: Medieval,2019,The C&C system covers battles between the Byzantine Empire and the Sassanid Persians.,5.978,8.36,350,2,2,2,2,60,120,12,Extensive use of text - massive conversion needed to be playable,2.6000000000000001,War ,Richard Borg
2554,2555,Tales of Glory,2018,10 years of adventure to weave your legend and become a hero like no other!,5.978,7.27,609,2,5,3,3,30,45,10,No necessary in-game text,1.7692307692307692,,Romain Chastan
2555,2556,1880: China,2010,Foreign investors mixed with Communism in this operational 18XX located in China.,5.978,8.18,337,3,7,,,300,300,13,No necessary in-game text,4.2592592592592595,Strategy ,Helmut Ohley
2556,2557,Senji,2008,Don the armor of a chief of a Japanese clan in medieval Japan.,5.977,6.52,1467,3,6,6,6,90,90,12,Some necessary text - easily memorized or small crib sheet,2.9589041095890409,Strategy ,Bruno Cathala
2557,2558,PanzerBlitz,1970,"Tactical simulation of armored warfare on the Eastern Front, 1941-1945.",5.977,6.54,1679,2,2,2,2,90,90,12,Some necessary text - easily memorized or small crib sheet,3.0682926829268293,War ,Jim Dunnigan
2558,2559,Zooloretto: The Dice Game,2012,"Build a cool zoo by drafting dice, but don’t get stuck with animals you can’t place.",5.977,6.40,1866,2,4,3,3,15,15,7,No necessary in-game text,1.234375,Family ,Michael Schacht
2559,2560,"UltraQuest: Gold, Ruhm! und Ehre!",2016,,5.976,8.33,390,2,5,2,3,60,600,10,Extensive use of text - massive conversion needed to be playable,2.75,Thematic,Markus D. Still
2560,2561,Robin of Locksley,2019,"Collect tiles in a systematic manner, setting yourself up for fullfilling tasks.",5.976,7.15,648,2,2,2,2,30,45,10,Moderate in-game text - needs crib sheet or paste ups,1.9375,,Uwe Rosenberg
2561,2562,Trash Pandas,2017,Raccoons collect the best trash for their food stash.,5.976,6.68,1210,2,4,3,4,15,20,8,Some necessary text - easily memorized or small crib sheet,1.4230769230769231,,Lisa Eskue
2562,2563,Dark Tower,1981,"Hunt for the keys, raise an army and storm the tower to victory.",5.976,6.83,1264,1,4,4,4,90,90,10,No necessary in-game text,1.8080808080808082,Thematic,Roger Burten
2563,2564,The Grimm Masquerade,2019,Avoid having your identity revealed and gain artifacts to win the ball.,5.975,7.04,731,2,5,4,4,20,40,8,Some necessary text - easily memorized or small crib sheet,1.6470588235294117,Family ,Tim Eisner
2564,2565,Kill Doctor Lucky,1996,Chase the despised doctor in his mansion. Catch him alone and end his miserable life.,5.975,6.15,6539,3,8,5,5,45,45,12,Some necessary text - easily memorized or small crib sheet,1.6472868217054264,Family ,James Ernest
2565,2566,Praetor,2014,,5.975,6.60,1304,2,5,,,75,75,12,No necessary in-game text,3,Strategy ,Andrei Novac
2566,2567,Unmatched Game System,2019,Legends of folklore and fiction go head to head in the greatest battle of all time.,5.975,8.57,324,2,4,2,2,20,40,9,(no votes),2,,Rob Daviau
2567,2568,Shifting Sands: The Campaign for North Africa,2006,"Card-driven, point-to-point WWII struggle for Africa and the Middle East.",5.975,7.34,560,2,2,2,2,240,240,12,Extensive use of text - massive conversion needed to be playable,3.1944444444444446,War ,Michael Rinella
2568,2569,Pokémon Trading Card Game,1996,"Pit your favorite Pokémon, use Items, and get help from Pokémon Trainers to win.",5.975,6.27,3515,2,2,2,2,20,20,6,Extensive use of text - massive conversion needed to be playable,2.0098039215686274,Customizable,Takumi Akabane
2569,2570,Hail Hydra,2018,"Fend off HYDRA attacks as superheroes, but watch out for a traitor among you....",5.974,6.66,1179,5,8,6,6,40,75,14,Some necessary text - easily memorized or small crib sheet,1.8571428571428572,Party ,Nick Metzler
2570,2571,Die Legenden von Andor: Chada & Thorn,2015,,5.973,6.72,1141,2,2,1,1,45,45,10,Moderate in-game text - needs crib sheet or paste ups,2.1842105263157894,Thematic,Gerhard Hecht
2571,2572,Infection: Humanity's Last Gasp,2013,,5.972,7.33,561,1,1,1,1,45,45,13,Extensive use of text - massive conversion needed to be playable,2.1111111111111112,Strategy ,John Gibson
2572,2573,Smash Up: Munchkin,2015,,5.972,6.61,1351,2,4,3,3,30,45,12,Moderate in-game text - needs crib sheet or paste ups,2.1785714285714284,Strategy ,
2573,2574,Axis & Allies: WWI 1914,2013,,5.972,7.25,778,2,8,,,60,180,12,Some necessary text - easily memorized or small crib sheet,2.7234042553191489,War  | Strategy ,"Larry Harris, Jr."
2574,2575,Rush & Bash,2015,,5.972,6.80,955,2,6,5,6,30,30,7,Some necessary text - easily memorized or small crib sheet,1.3888888888888888,Family ,Erik Burigo
2575,2576,Ghost Blitz: 5 to 12,2013,,5.972,6.97,840,2,8,5,5,20,20,8,No necessary in-game text,1.3333333333333333,Party ,Jacques Zeimet
2576,2577,Parfum,2015,,5.971,6.51,1521,2,4,,,45,45,8,No necessary in-game text,2.0704225352112675,Family ,Marco Ruskowski
2577,2578,Piñata,2013,Swing high or swing low to get the candy. Collect sets of candy to score!,5.971,6.82,895,2,2,2,2,30,30,13,No necessary in-game text,1.4848484848484849,Family ,Stephen Glenn
2578,2579,Tiny Epic Defenders,2015,Select your class and work to defend against the evil horde and slay the Epic Foe.,5.971,6.29,2541,1,4,1,1,30,30,13,Some necessary text - easily memorized or small crib sheet,1.8100000000000001,Strategy ,Scott Almes
2579,2580,SeaFall,2016,"Explore, raid and trade in a mysterious age of seafaring.",5.971,6.29,3173,3,5,4,4,120,180,14,Extensive use of text - massive conversion needed to be playable,3.7604166666666665,Thematic | Strategy ,Rob Daviau
2580,2581,German Railways,2008,,5.970,6.86,816,3,5,5,5,60,60,12,No necessary in-game text,2.9249999999999998,Strategy ,John Bohrer
2581,2582,Myth,2014,,5.970,6.65,1624,2,5,4,4,120,120,12,Extensive use of text - massive conversion needed to be playable,3.8368794326241136,Thematic,Brian Shotton
2582,2583,Jet Set,2008,,5.970,6.73,978,2,6,4,4,90,120,12,No necessary in-game text,2.5698924731182795,Strategy ,Kris Gould
2583,2584,Darjeeling,2007,,5.970,6.56,1315,2,5,4,4,60,60,12,No necessary in-game text,2.2151898734177213,Strategy  | Family ,G\u00fcnter Burkhardt
2584,2585,Camel Up Cards,2016,Replace most of the components of the original game with cards.,5.969,6.71,1065,2,6,4,4,30,60,8,No necessary in-game text,1.736842105263158,,Steffen Bogen
2585,2586,Ekö,2015,Conquer your shorter enemies and build structures to 12pts for victory.,5.969,6.90,849,2,4,2,2,30,60,8,No necessary in-game text,2.65625,Abstract ,Henri Kermarrec
2586,2587,7 Ronin,2013,Defend the village from the hordes of ninjas for 7 days.,5.969,6.98,774,2,2,2,2,15,30,14,No necessary in-game text,2.2058823529411766,Strategy ,Marek Mydel
2587,2588,BATTALIA: The Creation,2015,,5.969,7.40,829,2,4,4,4,60,180,12,No necessary in-game text,3.492957746478873,Strategy ,Alexandar Guerov
2588,2589,Ascension X: War of Shadows,2016,Infuse heroes and constructs with the powers of Sun and Moon in the quest for honor.,5.969,7.61,490,2,4,2,2,30,45,13,Extensive use of text - massive conversion needed to be playable,2.1666666666666665,,Gary Arant
2589,2590,Car Wars,1981,Drive offensively! The right of way goes to those with the biggest guns.,5.969,6.40,2152,2,8,4,4,45,45,10,Moderate in-game text - needs crib sheet or paste ups,3.1029411764705883,War  | Thematic,Chad Irby
2590,2591,Resident Evil Deck Building Game,2010,,5.969,6.56,1781,1,4,4,4,30,30,13,Some necessary text - easily memorized or small crib sheet,2.2815533980582523,Customizable,Tylar Allinder
2591,2592,Professor Evil and The Citadel of Time,2017,Will you manage to save the treasures among the traps and time pressure?,5.968,6.66,1172,2,4,4,4,30,45,8,Some necessary text - easily memorized or small crib sheet,1.9259259259259258,,Matthew Dunstan
2592,2593,David & Goliath,1997,Trick Taking with a serious twist. This one is for real fans of the genre.,5.968,6.44,1570,3,6,4,4,60,60,8,No necessary in-game text,1.6256983240223464,Family ,Reinhard Staupe
2593,2594,Village Pillage,2019,,5.968,7.47,733,2,5,3,4,20,20,10,Some necessary text - easily memorized or small crib sheet,1.3999999999999999,,Peter C. Hayward
2594,2595,Beasty Bar: New Beasts in Town,2015,,5.968,7.04,685,2,4,4,4,20,20,8,No necessary in-game text,1.8125,,Stefan Klo\u00df
2595,2596,Timeline,2012,What came first: the airplane or radio? Order all your Event cards correctly to win!,5.968,6.46,1603,2,8,4,4,15,15,8,Moderate in-game text - needs crib sheet or paste ups,1.1587301587301588,Party ,Fr\u00e9d\u00e9ric Henry
2596,2597,Slide Quest,2019,"Slide the brave knight to gather treasures, defeat evil guys, and advance the levels!",5.968,6.72,1064,1,4,4,4,15,45,7,No necessary in-game text,1.0588235294117647,Party  | Family ,Nicolas Bourgoin
2597,2598,Texas Showdown,2015,Sure you're safe not to take the trick? Subsequent players decide whom to shoot!,5.968,7.17,614,3,6,5,6,45,45,10,No necessary in-game text,1.375,,Mark Major
2598,2599,Nobody Is Perfect,1992,,5.967,6.87,855,3,10,5,6,45,45,14,Unplayable in another language,1.5800000000000001,Party ,Bertram Kaes
2599,2600,Raxxon,2017,Work together to contain a zombie outbreak. Don't let Raxxon get too much power!,5.967,6.85,861,1,4,3,3,45,60,14,Extensive use of text - massive conversion needed to be playable,1.95,Thematic,J. Arthur Ellis
2600,2601,Runewars Miniatures Game,2017,Miniature fantasy battles in the world of Terrinoth.,5.967,7.70,561,2,2,2,2,90,90,14,Some necessary text - easily memorized or small crib sheet,3.0588235294117645,War ,Andrew Fischer
2601,2602,Stratego,1946,Opposing forces march to capture the flag! Outrank opponent in piece by piece combat.,5.967,6.09,13958,2,2,2,2,45,45,8,No necessary in-game text,1.8519736842105263,Abstract  | Family ,Jacques Johan Mogendorff
2602,2603,Beasts of Balance,2016,Precariously place beasts to create and discover new species.,5.967,6.97,822,1,5,2,3,15,30,7,Some necessary text - easily memorized or small crib sheet,1.0909090909090908,,George Buckenham
2603,2604,Camp Grizzly,2013,A semi co-op board game themed with all the stereotypical 70s slasher flick tropes.,5.967,7.42,678,1,6,4,5,60,60,14,Moderate in-game text - needs crib sheet or paste ups,2.0882352941176472,Thematic,Jason Topolski
2604,2605,Byzanz,2008,Merchants in Byzantium who make the smartest trades will reap the most profit.,5.967,6.62,1132,3,6,,,45,45,8,No necessary in-game text,1.6097560975609757,Family ,Emanuele Ornella
2605,2606,The Enchanted Tower,2012,,5.966,6.69,1080,2,4,2,2,15,25,5,No necessary in-game text,1.1395348837209303,Children's ,Inka Brand
2606,2607,Cities: Skylines – The Board Game,2019,Cooperatively build a city meeting the needs of the population and your budget.,5.966,6.81,935,1,4,1,1,70,70,10,Moderate in-game text - needs crib sheet or paste ups,2.393939393939394,Family ,Rustan H\u00e5kansson
